Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
9/17/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,"I went into the Citizens Bank in XXXX. Located at XXXX XXXX XXXX XXXX XXXX to see about banking rates because as you know I have had allot of problems with XXXX. They are right across the street from XXXX. When I walked in a was welcomed by a XXXX XXXX XXXX she is suppose to be a XXXX Banker XXXX ID # XXXX XXXX # ( XXXX ) XXXX Fax # ( XXXX ) - XXXX When I asked about there banking I was not going to take out an account I just wanted to know rates and she said let me check your credit she said you qualify for a credit card with a {$4500.00} dollar limit she said we are running a promotion right now and there is 0 % interest for the first year on what ever you spend although you have to pay this off within a year. She then said do you have any other credit cards that you owe money on. I said yes I do owe a small fee of a few hundred dollars on a XXXX XXXX XXXX XXXX credit card. 
I asked her again I said are you saying I have to pay no interest on this card with Citizens bank for the first year she said again XXXX I am XXXX telling you the truth this lady XXXX XXXX said no its our promotion and its for the one year no interest at all on the card. Even on purchases she said although there maybe a small fee to transfer the funds over to this account I said ok let me think about this and call my bank so I did and I told my bank XXXX XXXX XXXX XXXX at XXXX and explained to them about this offer and to not cause any problems I said Citizens bank is running a promotion for one year on all transactions with 0 % interest and I would like to take this offer. They said watch out there is most likely a fee to transfer the funds over to them. I said they said it would be a small fee. So I called XXXX XXXX XXXX and said I will do it if it is no interest for a year lets go ahead and do this she said there is a fee of {$49.00} dollars to transfer the funds to this account. I said ok are you sure there are no fees for a year she again said yes no fees although again she said get what you have to with our card and make sure you pay it off within a year and then cancel it is exactly what she said. So I transferred the {$450.00} dollars over to there bank and I did some transactions for about a month on some things I needed. I then wanted to see my statement and when I looked at it today I seen a interest charge of almost XXXX dollars already. I was really shocked when I called the bank and asked for a manager and told them what are you doing this is suppose to be interest free for one year. This is what XXXX XXXX said. They said no its a 17 % interest charge on all purchases now I flipped out. I said who would transfer funds pay a fee and transfer from a card that 's at 4.99 % to a card at 17 % right there they gave themselves away I really do not care anymore I have had it with this abuse. This women pulled criminal act upon me and I am not happy at all. I am enclosing a snap shot of my statement and you can see the part were its says interest charges. 

Regards XXXX XXXX",,"CITIZENS FINANCIAL GROUP, INC.",CT,065XX,,Consent provided,Web,9/22/2015,Closed with explanation,Yes,No,1568072
10/1/2013,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",,,,WELLS FARGO & COMPANY,FL,32224,,,Web,10/9/2013,Closed with explanation,Yes,No,549375
10/28/2015,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,I recently received notice from XXXX of my creditors that their systems had been breached and my information may have been compromised. I attempted to utilize Equifax 's website to put a 90 day fraud alert on my credit file. I was easily able to do this XXXX without any issues. Equifax is demanding that I send them XXXX and all sorts of documentation of identity. This does n't make any sense. Why would they make it more challenging for me to protect myself from fraud? I just closed on a house a few weeks ago. I have none of the documents they want. I insist that they put a 90 day fraud alert on my credit report at once so that I can protect myself from identity theft.,,"EQUIFAX, INC.",MN,551XX,,Consent provided,Web,10/28/2015,Closed with explanation,Yes,No,1628340
12/16/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,TD BANK US HOLDING COMPANY,CA,93794,,,Postal mail,12/16/2016,Closed with monetary relief,Yes,No,2253437
5/18/2015,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,CAPITAL ONE FINANCIAL CORPORATION,TX,77083,,,Phone,5/19/2015,Closed with explanation,Yes,No,1381261
3/15/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,FL,32164,,,Postal mail,3/16/2016,Closed with explanation,Yes,Yes,1832703
12/12/2015,Debt collection,Credit card,False statements or representation,Indicated shouldn't respond to lawsuit,,Company believes it acted appropriately as authorized by contract or law,ERC,FL,331XX,,Other,Web,12/17/2015,Closed with non-monetary relief,Yes,No,1694747
10/24/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"rush card promised to have pay roll and government checks direct deposited and posted and available 2-days prior .last week i didnt receive my direct deposit until the day of my pay day. this week i have not received my direct deposit at all i am paid weekly wednesday by my employer but my initial pay day is friday. my employer sent my pay but rushcard has given me every excuse and even hung up on me on occasions because i asked for a set date and time frame i should have my money. they even told me to go to a money pass atm because the money is there i did my balance still says XXXX im behind on bills, i have no groceries, i cant pay my son school fees. i need and want my money NOW or im forced to cancel my services i cant take this weekly my rent is about to br due so is another pay period i refuse to give them XXXX checks that i cant access an use.",,"Empowerment Ventures, LLC",GA,300XX,,Consent provided,Web,11/13/2015,Closed with monetary relief,Yes,No,1623484
5/24/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Problem with personal statement of dispute,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,92592,,Consent not provided,Web,5/24/2018,Closed with non-monetary relief,Yes,,2916331
7/28/2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,"Recently, an agent of Regions bank solicited me for a Home Equity Loan he knew from previous contact I might be interested in. Months ago a deal fell apart because of the upfront money Regions required of me. I was n't willing to use all my savings to get the loan. In XX/XX/XXXX when he called I told this agent that XX/XX/XXXX my mortgage would be under XXXX and at that time I would try again with Regions and other institutions. XX/XX/XXXX he called saying Regions had a great deal I would qualify for. The deal was not a good XXXX considering the market rate at the time was a whole point or more lower than what he was telling me was a good deal. He knew already how fabulous my credit score was ; Regions ran it again, and it was XXXX, I have no other debts, other than this mortgage. Now I ask you, why would that bank try to excite me about a rate of 4.25 & possibly getting it as low as 4 % for me, when they had to know home equity rates were around 2.75. Yes, I am a XXXX American woman, why am I not offered the best available when I more than qualify. My current home loan rate is 5.875, which when acquired in XX/XX/XXXX was a good/best rate at that time. I 'm looking for a better rate to continue my attempt to pay off the property in less than XXXX years, which is why a re-finance is not in my interest because of the XXXX of dollars added in that process.",Company chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,FL,325XX,,Consent provided,Web,7/29/2015,Closed with explanation,Yes,No,1491576
6/7/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"It has come to my attention that Capital One Bank, has reported some incorrect payment information on my credit. Upon receipt and review of my credit report, I found late payment on the following date : Capital One Bank Account # XXXX has one 30 days past due as of XX/XX/2016 The issues with this alleged late payment is that the payment was never late please see attached payment history and on time payment in the months in question. I have disputed this with the credit bureau and Capital One keep on verifying the information as accurate instead of following the Fair Credit Reporting Act and doing a complete validation of this inaccurate reporting by auditing their records and documentation.

Capital One The 30 day late reporting made by Capital One Bank is incorrect and constitute very serious violation of the Fair Credit Reporting Act and my rights. It has damaged my credit and is preventing me from getting a home loan and obtaining credit. Capital One Bank has received payment in the month it reported me late.

What the attached proof of payment shows is that Capital One Bank account was always paid on time and was never late. I have tried multiple times to have this incorrect reporting corrected by contacting Capital One Bank directly but Capital One keep violation the Fair Credit Reporting Act and my right by maintain inaccurate information on my credit file The credit bureaus need to follow the investigative process described in the Fair Credit Reporting Act and do their job properly and require the creditors to provide actual proof of late pays. I am holding XXXX and XXXX responsible for not following the FCRA. In the absence of real proofs, the credit bureaus MUST delete this erroneous reporting. The credit bureaus have failed me in this respect, breaking the law, damaging my credit by maintaining inaccurate and unverified information on my file.",,CAPITAL ONE FINANCIAL CORPORATION,CA,95051,,Consent provided,Web,6/7/2018,Closed with explanation,Yes,,2929840
